genre,theme
Swiss Contemporary Classical,calme
Swiss Country,mélancolique
Swiss Experimental,énergique
Swiss Folk,mélancolique
Swiss Hip Hop,confiant
Swiss House,énergique
Swiss Indie,mélancolique
Swiss Indie Folk,mélancolique
Swiss Jazz,relax
Swiss Metal,colère
Swiss Pop,joyeux
Swiss Punk,colère
Swiss Reggae,relax
Swiss Rock,mélancolique
Swiss Singer-songwriter,énergique
Swiss Techno,énergique
Swiss Trap,confiant
Swiss Worship,énergique
Sydney Indie,mélancolique
Symfonicky Orchestr,énergique
Symphonic Black Metal,sombre
Symphonic Death Metal,sombre
Symphonic Deathcore,épique
Symphonic Melodic Death Metal,sombre
Symphonic Metal,épique
Symphonic Power Metal,épique
Symphonic Rock,épique
Synth Funk,festif
Synth Punk,colère
Synthesizer,énergique
Synthetic Classical,calme
Synthpop,joyeux
Synthwave,énergique
Synthwave Brasileiro,énergique
Syrian Hip Hop,confiant
Syrian Pop,joyeux
Syro-aramaic Chant,énergique
Szanty,énergique
T-pop Girl Group,joyeux
Taarab,mystérieux
Tabla,énergique
Tagalog Rap,confiant
Tagalog Worship,énergique
Tahitian,énergique
Tahitian Traditional,énergique
Taiko,énergique
Taiwan Campus Folk,mélancolique
Taiwan Classical Performance,calme
Taiwan Electronic,énergique
Taiwan Experimental,énergique
Taiwan Graduation Song,énergique
Taiwan Hip Hop,confiant
Taiwan Idol Pop,joyeux
Taiwan Indie,mélancolique
Taiwan Instrumental,énergique
Taiwan Metal,colère
Taiwan Pop,joyeux
Taiwan Post-rock,mélancolique
Taiwan Punk,colère
Taiwan Rock,mélancolique
Taiwan Singer-songwriter,énergique
Taiwanese Indie,mélancolique
Taiwanese Indigenous,énergique
Taiwanese Pop,joyeux
Tajik Pop,joyeux
Tajik Traditional,énergique
Talent Show,énergique
Talentkonkurranse,énergique
Talentos Brasileiros,énergique
Tallava,énergique
Tamaulipas Indie,mélancolique
Tamaulipas Rap,confiant
Tamazight,énergique
Tamborazo,énergique
Tamburica,énergique
Tamil Devotional,énergique
Tamil Hip Hop,confiant
Tamil Indie,mélancolique
Tamil Pop,joyeux
Tamil Worship,énergique
Tampa Indie,mélancolique
Tanci,énergique
Tango,festif
Tango Cancion,festif
Tanzanian Hip Hop,confiant
Tanzanian Pop,joyeux
Tanzanian Traditional,énergique
Tanzlmusi,énergique
Tanzorchester,énergique
Tape Club,énergique
Tar,énergique
Taraneem,énergique
Tarantella,énergique
Tassie Indie,mélancolique
Tatar Folk,mélancolique
Tatar Pop,joyeux
Tavern,énergique
Tech House,énergique
Tech Trance,énergique
Technical Black Metal,sombre
Technical Brutal Death Metal,sombre
Technical Death Metal,sombre
Technical Deathcore,colère
Technical Grindcore,colère
Technical Groove Metal,colère
Technical Melodic Death Metal,sombre
Technical Thrash,colère
Techno,énergique
Techno Argentina,énergique
Techno Kayo,énergique
Techno Rave,énergique
Tecnobanda,énergique
Tecnobrega,énergique
Teen Pop,joyeux
Tejano,énergique
Tekk,énergique
Tekno,énergique
Telugu Devotional,énergique
Telugu Folk,mélancolique
Telugu Hip Hop,confiant
Telugu Indie,mélancolique
Telugu Worship,énergique
Tempe Indie,mélancolique
Tennessee Experimental,énergique
Tennessee Hip Hop,confiant
Tennessee Metal,colère
Terrorcore,colère
Tex-mex,énergique
Texas Blues,triste
Texas Country,mélancolique
Texas Hardcore,colère
Texas Latin Rap,confiant
Texas Metal,colère
Texas Pop Punk,colère
Texas Punk,colère
Thai Folk,mélancolique
Thai Folk Pop,joyeux
Thai Folk Rock,mélancolique
Thai Hip Hop,confiant
Thai Idol,festif
Thai Indie,mélancolique
Thai Indie Pop,mélancolique
Thai Indie Rock,mélancolique
Thai Instrumental,festif
Thai Metal,colère
Thai Pop,joyeux
Thai Pop Rap,joyeux
Thai Psychedelic,festif
Thai Rock,mélancolique
Thai Teen Pop,joyeux
Thai Traditional,festif
Thai Trap,confiant
Thai Viral Pop,joyeux
Thai Worship,festif
Thall,énergique
Theme,énergique
Therapy,confiant
Theremin,énergique
Thrash Core,colère
Thrash Metal,colère
Thrash-groove Metal,colère
Throat Singing,énergique
Tibetan Folk Pop,joyeux
Tibetan Hip Hop,confiant
Tibetan Mantra,énergique
Tibetan Pop,joyeux
Tibetan Traditional,énergique
Tierra Caliente,énergique
Tigrigna Pop,joyeux
Tijuana Electronic,énergique
Tijuana Indie,mélancolique
Timba,énergique
Tin Pan Alley,énergique
Tipico,énergique
Togolese Pop,joyeux
Tolkien Metal,colère
Tollywood,énergique
Tololoche,énergique
Tone,énergique
Tongan Pop,joyeux
Torch Song,énergique
Toronto Indie,mélancolique
Toronto Rap,confiant
Touhou,énergique
Touken Ranbu,énergique
Trad Jazz Catala,relax
Trad Quebecois,énergique
Traditional Bluegrass,mélancolique
Traditional Blues,triste
Traditional British Folk,mélancolique
Traditional Country,mélancolique
Traditional English Folk,mélancolique
Traditional Folk,mélancolique
Traditional Funk,festif
Traditional Irish Singing,énergique
Traditional Reggae,relax
Traditional Rockabilly,mélancolique
Traditional Scottish Folk,mélancolique
Traditional Ska,relax
Traditional Soul,sensuel
Traditional Southern Folk,mélancolique
Trallalero,énergique
Trallpunk,colère
Trance,énergique
Trance Brasileiro,énergique
Trance Mexicano,énergique
Trancecore,colère
Transpop,joyeux
Trap,confiant
Trap Angolano,confiant
Trap Antillais,confiant
Trap Argentino,confiant
Trap Baiano,confiant
Trap Beats,confiant
Trap Boricua,confiant
Trap Brasileiro,confiant
Trap Carioca,confiant
Trap Catala,confiant
Trap Chileno,confiant
Trap Colombiano,confiant
Trap Cristao,confiant
Trap Cristiano,confiant
Trap Dominicano,confiant
Trap Funk,confiant
Trap Italiana,confiant
Trap Kreyol,confiant
Trap Latino,confiant
Trap Maroc,confiant
Trap Metal Italiana,confiant
Trap Mexicano,confiant
Trap Peruano,confiant
Trap Pesado,confiant
Trap Queen,confiant
Trap Soul,sensuel
Trap Triste,confiant
Trap Tuga,confiant
Trap Venezolano,confiant
Traphall,confiant
Traprun,confiant
Trash Rock,mélancolique
Trecento,énergique
Trekkspill,énergique
Triangle Indie,mélancolique
Tribal House,énergique
Tribute,énergique
Trikiti,énergique
Trinibad,énergique
Trinidadian Reggae,relax
Trio Batak,énergique
Trio Cubano,énergique
Trio Huasteco,énergique
Trip Hop,énergique
Trival,énergique
Trombone Brasileiro,énergique
Trondersk Musikk,énergique
Trondheim Indie,mélancolique
Tropical,joyeux
Tropical Alternativo,joyeux
Tropical House,joyeux
Tropical Tecladista,joyeux
Tropicalia,énergique
Trot,énergique
Troubadour,énergique
Trouvere,énergique
Trova,énergique
Trova Mexicana,énergique
Truck-driving Country,mélancolique
Tsukiuta,énergique
Tuareg Guitar,énergique
Tucson Indie,mélancolique
Tulsa Indie,mélancolique
Tulum,énergique
Tuna,énergique
Tuna Estudiantil,énergique
Tunantada,énergique
Tunisian Pop,joyeux
Turbo Folk,mélancolique
Turin Indie,mélancolique
Turk Sanat Muzigi,énergique
Turkce Drill,confiant
Turkce Kadin Rap,confiant
Turkce Remix,énergique
Turkce Slow Sarkilar,énergique
Turkce Trap Metal,confiant
Turkish Alt Pop,joyeux
Turkish Alternative,mystérieux
Turkish Alternative Rock,mélancolique
Turkish Black Metal,sombre
Turkish Classical,calme
Turkish Classical Performance,calme
Turkish Death Metal,sombre
Turkish Deep House,énergique
Turkish Edm,énergique
Turkish Electronic,énergique
Turkish Experimental,mystérieux
Turkish Folk,mélancolique
Turkish Hardcore,colère
Turkish Hip Hop,confiant
Turkish Instrumental,mystérieux
Turkish Jazz,relax
Turkish Metal,colère
Turkish Modern Jazz,relax
Turkish Pop,joyeux
Turkish Post-punk,colère
Turkish Psych,mystérieux
Turkish Punk,colère
Turkish Reggae,relax
Turkish Rock,mélancolique
Turkish Singer-songwriter,mystérieux
Turkish Soundtrack,épique
Turkish Trap,confiant
Turkish Trap Pop,confiant
Turkmen Hip Hop,confiant
Turkmen Pop,joyeux
Turntablism,énergique
Tuvan Folk,mélancolique
Tvog,énergique
Twee Indie Pop,mélancolique
Twee Pop,joyeux
Twin Cities Indie,mélancolique
Twoubadou,énergique
Tzadik,énergique
Uae Indie,mélancolique
Ugandan Gospel,inspirant
Ugandan Hip Hop,confiant
Ugandan Pop,joyeux
Ugandan Traditional,énergique
Uilleann Pipes,énergique
Uk Alternative Hip Hop,confiant
Uk Alternative Pop,joyeux
Uk Americana,mélancolique
Uk Bass,énergique
Uk Beatdown,colère
Uk Christian Rap,confiant
Uk Contemporary Jazz,relax
Uk Contemporary R&b,énergique
Uk Dance,festif
Uk Dancehall,festif
Uk Diy Punk,colère
Uk Dnb,énergique
Uk Doom Metal,sombre
Uk Drill,confiant
Uk Dub,relax
Uk Experimental Electronic,énergique
Uk Funky,festif
Uk Garage,mélancolique
Uk Hip Hop,confiant
Uk House,énergique
Uk Melodic Rap,confiant
Uk Metalcore,colère
Uk Noise Rock,mélancolique
Uk Pop,joyeux
Uk Pop Punk,colère
Uk Post-hardcore,colère
Uk Post-metal,colère
Uk Post-punk,colère
Uk Post-punk Revival,colère
Uk Reggae,relax
Uk Rockabilly,mélancolique
Uk Stoner Rock,mélancolique
Uk Tech House,énergique
Uk Worship,énergique
Uk82,énergique
Ukg Revival,énergique
Ukhc,énergique
Ukrainian Alternative Rock,mélancolique
Ukrainian Black Metal,sombre
Ukrainian Ccm,mystérieux
Ukrainian Choir,mystérieux
Ukrainian Classical,calme
Ukrainian Classical Piano,calme
Ukrainian Edm,énergique
Ukrainian Electronic,énergique
Ukrainian Experimental,mystérieux
Ukrainian Folk,mélancolique
Ukrainian Folk Pop,joyeux
Ukrainian Folk Rock,mélancolique
Ukrainian Hip Hop,confiant
Ukrainian Indie,mélancolique
Ukrainian Metal,colère
Ukrainian Metalcore,colère
Ukrainian Pop,joyeux
Ukrainian Post-punk,colère
Ukrainian Rock,mélancolique
Ukrainian Viral Pop,joyeux
Ukulele,énergique
Ukulele Cover,énergique
Ulkucu Sarkilar,énergique
Uma Musume,énergique
Umbanda,énergique
Umea Hardcore,colère
Umea Indie,mélancolique
Unblack Metal,colère
Underground Amapiano,festif
Underground Boom Bap,énergique
Underground Grunge,mélancolique
Underground Hip Hop,confiant
Underground Power Pop,colère
Underground Rap,confiant
Undertale,énergique
University Choir,énergique
Uplifting Trance,énergique
Uppsala Indie,mélancolique
Upstate Ny Rap,confiant
Uptempo Hardcore,colère
Urban Contemporary,énergique
Urbano Chileno,énergique
Urbano Español,énergique
Urbano Latino,énergique
Urbano Mexicano,énergique
Uruguayan Indie,mélancolique
Us Power Metal,épique
Usbm,énergique
Utah Indie,mélancolique
Utah Metal,colère
Utapri,énergique
Uwielbienie,énergique
Uyghur Folk,mélancolique
Uzbek Hip Hop,confiant
Uzbek Pop,joyeux
Uzbek Traditional,énergique
V-pop,joyeux
Vaikiskos Dainos,énergique
Vallenato,énergique
Vallenato Moderno,énergique
Vancouver Indie,mélancolique
Vancouver Metal,colère
Vancouver Punk,colère
Vanuatu Music,énergique
Vapor House,énergique
Vapor Pop,joyeux
Vapor Soul,sensuel
Vapor Trap,confiant
Vapor Twitch,énergique
Vaporwave,énergique
Vaqueiro,énergique
Variete Française,énergique
Varmland Rock,mélancolique
Vaudeville,énergique
Vbs,énergique
Veena,énergique
Vegan Straight Edge,mystérieux
Vegas Indie,mélancolique
Velha Guarda,énergique
Venda Pop,joyeux
Venda Rap,confiant
Venezuelan Hip Hop,confiant
Venezuelan Indie,mélancolique
Venezuelan Metal,colère
Venezuelan Rock,mélancolique
Veracruz Indie,mélancolique
Vermont Indie,mélancolique
Vgm Instrumental,énergique
Vgm Remix,énergique
Via,énergique
Victoria Bc Indie,mélancolique
Victorian Britain,énergique
Video Game Music,énergique
Vienna Indie,mélancolique
Viet Edm,énergique
Viet Instrumental,énergique
Viet Lo-fi,relax
Viet Remix,énergique
Vietnamese Bolero,romantique
Vietnamese Electronic,énergique
Vietnamese Hip Hop,confiant
Vietnamese Melodic Rap,confiant
Vietnamese Pop,joyeux
Vietnamese Singer-songwriter,festif
Vietnamese Traditional,festif
Vietnamese Trap,confiant
Viking Black Metal,sombre
Viking Folk,mélancolique
Viking Metal,colère
Villancicos,énergique
Vinahouse,énergique
Vincy Soca,festif
Vintage Broadway,énergique
Vintage Cantonese Pop,joyeux
Vintage Chanson,mélancolique
Vintage Chinese Pop,joyeux
Vintage Classical Singing,calme
Vintage Country Folk,mélancolique
Vintage Dutch Pop,joyeux
Vintage Finnish Jazz,relax
Vintage French Electronic,énergique
Vintage French Psychedelic,énergique
Vintage Gospel,inspirant
Vintage Hawaiian,énergique
Vintage Hollywood,énergique
Vintage Italian Pop,joyeux
Vintage Italian Soundtrack,épique
Vintage Jazz,relax
Vintage Norwegian Pop,joyeux
Vintage Old-time,énergique
Vintage Radio Show,énergique
Vintage Reggae,relax
Vintage Rockabilly,mélancolique
Vintage Schlager,énergique
Vintage Spanish Pop,joyeux
Vintage Swedish Pop,joyeux
Vintage Swing,relax
Vintage Swoon,énergique
Vintage Taiwan Pop,joyeux
Vintage Tango,festif
Vintage Tollywood,énergique
Vintage Western,énergique
Viola,énergique
Viola Caipira,énergique
Viola Da Gamba,énergique
Violao,énergique
Violao Classico,énergique
Violin,énergique
Viral Pop,joyeux
Viral Pop Brasileiro,joyeux
Viral Rap,confiant
Viral Trap,confiant
Virgin Islands Reggae,relax
Virginia Hip Hop,confiant
Virginia Indie,mélancolique
Virginia Metal,colère
Virginia Punk,colère
Visor,énergique
Vispop,joyeux
Visual Kei,énergique
Vlaamse Cabaret,énergique
Vlaamse Kinderliedje,énergique
Vlaamse Rap,confiant
Vocal Ensemble,énergique
Vocal Harmony Group,énergique
Vocal House,énergique
Vocal Jazz,relax
Vocal Trance,énergique
Vocaloid,énergique
Vocaloid Metal,colère
Voetbal,énergique
Vogue,énergique
Voidgaze,énergique
Voidgrind,colère
Volksmusik,énergique
Volkspop,joyeux
Volkstumliche Musik,énergique
Wagnerian Singing,énergique
Waiata Maori,énergique
Waiata Mo Tamariki,énergique
Wandelweiser,énergique
War Metal,colère
Warm Drone,sombre
Warrington Indie,mélancolique
Washboard,énergique
Washington Indie,mélancolique
Wassoulou,sensuel
Water,énergique
Wave,énergique
Weightless,énergique
Weirdcore,colère
Wellington Indie,mélancolique
Welsh Choir,énergique
Welsh Folk,mélancolique
Welsh Hip Hop,confiant
Welsh Indie,mélancolique
Welsh Metal,colère
Welsh Rock,mélancolique
West African Jazz,relax
West Australian Hip Hop,confiant
West Bengali Pop,joyeux
West Coast Rap,confiant
West Coast Reggae,relax
West Coast Trap,confiant
West End,énergique
West Virginia Indie,mélancolique
West Virginia Metal,colère
West Yorkshire Indie,mélancolique
West-vlaamse Hip Hop,confiant
Westcoast Flow,énergique
Western Americana,mélancolique
Western Mass Indie,mélancolique
Western Ny Metal,colère
Western Saharan Folk,mélancolique
Western Swing,relax
Whale Song,énergique
White Noise,énergique
Wind Ensemble,énergique
Wind Quintet,énergique
Wind Symphony,calme
Windsor On Indie,mélancolique
Winnipeg Hip Hop,confiant
Wisconsin Indie,mélancolique
Wisconsin Metal,colère
Witch House,sombre
Women’s Choir,énergique
Women’s Music,énergique
Wonky,énergique
Worcester Ma Indie,mélancolique
Workout Product,énergique
World,énergique
World Chill,relax
World Devotional,énergique
World Fusion,énergique
World Meditation,calme
World Worship,énergique
Worship,énergique
Wrestling,énergique
Writing,énergique
Wrock,mélancolique
Wu Fam,énergique
Wuhan Indie,mélancolique
Wyoming Indie,mélancolique
Wyoming Roots,énergique
Xenharmonic,énergique
Xhosa,énergique
Xhosa Hip Hop,confiant
Xinyao,énergique
Xitsonga Pop,joyeux
Xtra Raw,énergique
Yacht Rock,mélancolique
Yakut Pop,joyeux
Yakuza,énergique
Yaoi,énergique
Ye Ye,énergique
Yemeni Pop,joyeux
Yemeni Traditional,énergique
Yiddish Folk,mélancolique
Yodeling,énergique
Yoga,énergique
Yogyakarta Indie,mélancolique
Yoik,énergique
York Indie,mélancolique
Yorkshire Folk,mélancolique
Yoruba Worship,énergique
Youth Orchestra,énergique
Yowapeda,énergique
Yu-mex,énergique
Yugoslav New Wave,énergique
Yugoslav Rock,mélancolique
Yunnan Traditional,énergique
Yuri,énergique
Zamba,énergique
Zambian Gospel,inspirant
Zambian Hip Hop,confiant
Zambian Pop,joyeux
Zampogna,énergique
Zcc,énergique
Zen,énergique
Zenonesque,énergique
Zespol Dzieciecy,énergique
Zeuhl,énergique
Zhenskiy Rep,énergique
Zhongguo Feng,énergique
Zikir,énergique
Zilizopendwa,énergique
Zillertal,énergique
Zim Gospel,inspirant
Zim Hip Hop,confiant
Zim Urban Groove,énergique
Zimdancehall,festif
Zither,énergique
Zohioliin Duu,énergique
Zolo,énergique
Zomi Pop,joyeux
Zouglou,énergique
Zouk,festif
Zouk Riddim,énergique
Zurich Indie,mélancolique
Zxc,énergique
Zydeco,énergique
